ADDRESS_X,LATITUDE_X,LONGITUDE_X,AGE,COMMUNITY_COUNCIL_NEIGHBORHOOD,CPD_NEIGHBORHOOD,CRASHDATE,CRASHLOCATION,CRASHSEVERITY,CRASHSEVERITYID,DATECRASHREPORTED,DAYOFWEEK,GENDER,INJURIES,INSTANCEID,LIGHTCONDITIONSPRIMARY,LOCALREPORTNO,MANNEROFCRASH,ROADCONDITIONSPRIMARY,ROADCONTOUR,ROADSURFACE,SNA_NEIGHBORHOOD,TYPEOFPERSON,WEATHER,ZIP
48XX WINTON RD,39.178143,84.520188,31-40,N/A,N/A,08/07/2018 11:00:00 AM +0000,01 - NOT AN INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/07/2018 11:09:00 AM +0000,TUE,M - MALE,1 - NO INJURY / NONE REPORTED,A760E489-3668-46ED-B5DF-9C6C566671CF,1 - DAYLIGHT,185010941,2 - REAR-END,01 - DRY,1 - STRAIGHT LEVEL,"2 - BLACKTOP, BITUMINOUS, ASPHALT",N/A,D - DRIVER,1 - CLEAR,45232
15XX WEST FORK RD,39.164235,-84.551559,31-40,NORTHSIDE,NORTHSIDE,08/23/2018 06:05:00 PM +0000,01 - NOT AN INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/23/2018 06:30:00 PM +0000,THU,M - MALE,1 - NO INJURY / NONE REPORTED,43558B40-241E-4BF8-8DCF-17435E684289,1 - DAYLIGHT,185011797,"7 - SIDESWIPE, SAME DIRECTION",01 - DRY,1 - STRAIGHT LEVEL,"2 - BLACKTOP, BITUMINOUS, ASPHALT",VILLAGES AT ROLL HILL,D - DRIVER,1 - CLEAR,45223
INTERSTATE 71 @0.1 MM,39.100689,84.504264,41-50,N/A,N/A,08/06/2018 07:10:00 AM +0000,01 - NOT AN INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/06/2018 09:00:00 AM +0000,MON,M - MALE,1 - NO INJURY / NONE REPORTED,7FC06840-98ED-420C-818B-228032784187,1 - DAYLIGHT,185010942,6 - ANGLE,01 - DRY,1 - STRAIGHT LEVEL,1 - CONCRETE,N/A,D - DRIVER,1 - CLEAR,45202
27XX MONTANA AV,39.151361,84.58887,31-40,N/A,N/A,08/28/2018 09:04:00 AM +0000,01 - NOT AN INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/28/2018 09:04:00 AM +0000,TUE,M - MALE,1 - NO INJURY / NONE REPORTED,05EC1D12-E9CE-4CAC-BF6D-728C1078B8A0,1 - DAYLIGHT,185011994,2 - REAR-END,01 - DRY,1 - STRAIGHT LEVEL,"2 - BLACKTOP, BITUMINOUS, ASPHALT",N/A,D - DRIVER,1 - CLEAR,45211
N I75 AT 0-8 MM,39.103544,84.523553,41-50,N/A,N/A,08/21/2018 04:45:10 AM +0000,01 - NOT AN INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/21/2018 05:54:33 AM +0000,TUE,M - MALE,1 - NO INJURY / NONE REPORTED,E99E3411-858C-49B9-9ECF-9F6C994861A2,5 - DARK – ROADWAY NOT LIGHTED,185011665,"7 - SIDESWIPE, SAME DIRECTION",01 - DRY,4 - CURVE GRADE,1 - CONCRETE,N/A,D - DRIVER,1 - CLEAR,45202
26XX FENTON AV,39.135533,84.577576,31-40,N/A,N/A,08/20/2018 08:10:35 PM +0000,01 - NOT AN INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/21/2018 08:00:42 PM +0000,MON,F - FEMALE,1 - NO INJURY / NONE REPORTED,5FEEBD13-EC3F-44B8-A6E3-FFB415ACEE7B,1 - DAYLIGHT,185011699,1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT,01 - DRY,1 - STRAIGHT LEVEL,1 - CONCRETE,N/A,D - DRIVER,1 - CLEAR,45211
47XX KENARD AV,39.165373,-84.515225,UNKNOWN,SPRING GROVE VILLAGE,SPRING GROVE VILLAGE,08/26/2018 01:40:00 PM +0000,01 - NOT AN INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/26/2018 02:15:00 PM +0000,SUN,,1 - NO INJURY / NONE REPORTED,3FD78172-B389-43C9-9AD3-F5D3FA33CE5D,1 - DAYLIGHT,185011922,9 - UNKNOWN,01 - DRY,1 - STRAIGHT LEVEL,"2 - BLACKTOP, BITUMINOUS, ASPHALT",SPRING GROVE VILLAGE,D - DRIVER,1 - CLEAR,45232
21XX CENTRAL PY,39.119248,-84.522829,UNKNOWN,OTR,OVER-THE-RHINE,08/19/2018 04:35:00 PM +0000,02 - FOUR-WAY INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/19/2018 05:00:00 PM +0000,SUN,,1 - NO INJURY / NONE REPORTED,ED8E8F5A-A4C7-42A6-ACD9-9C0127105834,1 - DAYLIGHT,185012024,"7 - SIDESWIPE, SAME DIRECTION",01 - DRY,1 - STRAIGHT LEVEL,1 - CONCRETE,OVER-THE-RHINE,D - DRIVER,1 - CLEAR,45214
6XX E MCMILLAN ST,39.126289,-84.497161,51-60,WALNUT HILLS,WALNUT HILLS,08/21/2018 12:24:00 PM +0000,01 - NOT AN INTERSECTION,2 - INJURY,2,08/21/2018 12:29:00 PM +0000,TUE,F - FEMALE,3 - NON-INCAPACITATING,7E683DA2-B374-4FB6-BF6C-00DC49A17383,1 - DAYLIGHT,185011680,6 - ANGLE,01 - DRY,1 - STRAIGHT LEVEL,"2 - BLACKTOP, BITUMINOUS, ASPHALT",AVONDALE,O - OCCUPANT,1 - CLEAR,45206
18XX E. SEYMOUR AV,39.189786,84.463921,61-70,N/A,N/A,08/07/2018 02:48:00 PM +0000,02 - FOUR-WAY INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/07/2018 02:49:00 PM +0000,TUE,F - FEMALE,1 - NO INJURY / NONE REPORTED,503E545A-7C57-4EAA-994E-2C8CA8BE37C8,1 - DAYLIGHT,185010957,6 - ANGLE,01 - DRY,1 - STRAIGHT LEVEL,"2 - BLACKTOP, BITUMINOUS, ASPHALT",N/A,D - DRIVER,2 - CLOUDY,45237
39XX VINE ST,39.159341,-84.504271,31-40,NORTH AVONDALE,NORTH AVONDALE,08/06/2018 01:18:00 PM +0000,02 - FOUR-WAY INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/06/2018 01:18:00 PM +0000,MON,F - FEMALE,1 - NO INJURY / NONE REPORTED,24B0F6DD-F108-47E5-AA2D-AED41D894AFA,1 - DAYLIGHT,185010884,6 - ANGLE,02 - WET,1 - STRAIGHT LEVEL,"2 - BLACKTOP, BITUMINOUS, ASPHALT",AVONDALE,D - DRIVER,4 - RAIN,45217
18XX HARRISON AV,39.127898,84.558282,26-30,N/A,N/A,08/08/2018 09:35:00 AM +0000,01 - NOT AN INTERSECTION,2 - INJURY,2,08/08/2018 09:38:00 AM +0000,WED,M - MALE,2 - POSSIBLE,926C5C50-9D01-4BBE-8065-5CA350E1F3D6,1 - DAYLIGHT,185011005,6 - ANGLE,01 - DRY,2 - STRAIGHT GRADE,"2 - BLACKTOP, BITUMINOUS, ASPHALT",N/A,D - DRIVER,2 - CLOUDY,45214
39XX VINE ST,39.157221,-84.506073,41-50,CLIFTON,CLIFTON,08/03/2018 07:53:00 AM +0000,01 - NOT AN INTERSECTION,2 - INJURY,2,08/03/2018 07:53:00 AM +0000,FRI,F - FEMALE,2 - POSSIBLE,420E25ED-9D67-4AEB-821A-ACF5A0F378D6,1 - DAYLIGHT,185010740,2 - REAR-END,01 - DRY,1 - STRAIGHT LEVEL,"2 - BLACKTOP, BITUMINOUS, ASPHALT",CLIFTON,D - DRIVER,1 - CLEAR,45217
S I75 AT 0-2 MM,39.090965,84.523193,61-70,N/A,N/A,08/03/2018 10:33:00 AM +0000,01 - NOT AN INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/03/2018 10:33:00 AM +0000,FRI,M - MALE,1 - NO INJURY / NONE REPORTED,D26E3C21-B41E-4F3E-BE65-1B24E7665178,1 - DAYLIGHT,185010746,6 - ANGLE,01 - DRY,1 - STRAIGHT LEVEL,"2 - BLACKTOP, BITUMINOUS, ASPHALT",N/A,D - DRIVER,1 - CLEAR,45202
29XX CENTRAL PY,39.13855,-84.533056,31-40,CUF,CLIFTON/UNIVERSITY HEIGHTS,08/22/2018 03:14:00 PM +0000,03 - T-INTERSECTION,2 - INJURY,2,08/22/2018 03:14:00 PM +0000,WED,M - MALE,2 - POSSIBLE,0448EE78-AABC-4F93-83B8-741C7FB72596,1 - DAYLIGHT,185011734,2 - REAR-END,01 - DRY,3 - CURVE LEVEL,"2 - BLACKTOP, BITUMINOUS, ASPHALT",CUF,D - DRIVER,1 - CLEAR,45225
6XX PLUM ST,39.102865,84.517701,31-40,N/A,N/A,08/10/2018 10:41:00 AM +0000,01 - NOT AN INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/10/2018 10:47:00 AM +0000,FRI,F - FEMALE,1 - NO INJURY / NONE REPORTED,10452928-3CCA-4BF2-9711-8E5104A3926C,1 - DAYLIGHT,185011101,6 - ANGLE,01 - DRY,1 - STRAIGHT LEVEL,"2 - BLACKTOP, BITUMINOUS, ASPHALT",N/A,D - DRIVER,2 - CLOUDY,45202
28XX WERK RD,39.141681,84.592911,31-40,N/A,N/A,08/03/2018 07:09:00 PM +0000,01 - NOT AN INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/03/2018 07:39:57 PM +0000,FRI,M - MALE,1 - NO INJURY / NONE REPORTED,CD1E8CE1-4A5E-4C28-B4A6-5C98A5A2A9FF,1 - DAYLIGHT,185010779,1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT,01 - DRY,1 - STRAIGHT LEVEL,"2 - BLACKTOP, BITUMINOUS, ASPHALT",N/A,D - DRIVER,1 - CLEAR,45211
52XX GLENWAY AV,39.123451,84.601843,18-25,N/A,N/A,08/14/2018 05:23:00 PM +0000,01 - NOT AN INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/14/2018 05:23:00 PM +0000,TUE,F - FEMALE,1 - NO INJURY / NONE REPORTED,F8BC7355-B6BF-42A9-B89F-6B8939D11D3C,1 - DAYLIGHT,185011316,6 - ANGLE,01 - DRY,1 - STRAIGHT LEVEL,"2 - BLACKTOP, BITUMINOUS, ASPHALT",N/A,D - DRIVER,1 - CLEAR,45238
15XX MADISON RD,39.130275,84.478708,18-25,N/A,N/A,08/27/2018 03:00:00 PM +0000,01 - NOT AN INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/27/2018 03:02:00 PM +0000,MON,F - FEMALE,1 - NO INJURY / NONE REPORTED,FB945898-303A-4648-BA90-428430313199,1 - DAYLIGHT,185011960,2 - REAR-END,01 - DRY,1 - STRAIGHT LEVEL,"2 - BLACKTOP, BITUMINOUS, ASPHALT",N/A,D - DRIVER,1 - CLEAR,45231
54XX COLERAIN AV,39.192028,84.570847,41-50,N/A,N/A,08/10/2018 06:45:00 PM +0000,02 - FOUR-WAY INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/11/2018 09:12:30 AM +0000,FRI,F - FEMALE,1 - NO INJURY / NONE REPORTED,AF26BC1D-B9E5-4588-963D-74049893DBE1,1 - DAYLIGHT,185011155,2 - REAR-END,99 - UNKNOWN,1 - STRAIGHT LEVEL,"2 - BLACKTOP, BITUMINOUS, ASPHALT",N/A,D - DRIVER,2 - CLOUDY,45223
4XX DELTA AV,39.116909,-84.439526,18-25,COLUMBIA TUSCULUM,COLUMBIA / TUSCULUM,08/09/2018 12:12:00 PM +0000,02 - FOUR-WAY INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/09/2018 12:12:00 PM +0000,THU,F - FEMALE,1 - NO INJURY / NONE REPORTED,4394F597-01E8-4D09-B3F1-BE774E41A18A,1 - DAYLIGHT,185011061,1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT,01 - DRY,2 - STRAIGHT GRADE,"2 - BLACKTOP, BITUMINOUS, ASPHALT",COLUMBIA TUSCULUM,D - DRIVER,1 - CLEAR,45226
64XX ROSEWOOD ST,39.191281,84.489063,UNKNOWN,N/A,N/A,08/06/2018 06:01:04 PM +0000,01 - NOT AN INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/07/2018 03:41:06 AM +0000,MON,,1 - NO INJURY / NONE REPORTED,9B1AF26C-F242-4BFA-84D1-85AF33B33AF5,5 - DARK – ROADWAY NOT LIGHTED,185010918,6 - ANGLE,01 - DRY,1 - STRAIGHT LEVEL,"2 - BLACKTOP, BITUMINOUS, ASPHALT",N/A,D - DRIVER,1 - CLEAR,45216
1XX W MITCHELL AV,39.161933,84.507448,31-40,N/A,N/A,08/07/2018 08:10:26 AM +0000,01 - NOT AN INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/07/2018 08:13:27 AM +0000,TUE,M - MALE,1 - NO INJURY / NONE REPORTED,FD4A1D64-1E44-4E8A-8033-F546E5EB632A,1 - DAYLIGHT,185010929,2 - REAR-END,02 - WET,1 - STRAIGHT LEVEL,1 - CONCRETE,N/A,D - DRIVER,4 - RAIN,45217
1XX E GALBRAITH RD,39.213031,84.477131,51-60,N/A,N/A,08/20/2018 07:28:00 AM +0000,01 - NOT AN INTERSECTION,2 - INJURY,2,08/20/2018 07:28:00 AM +0000,MON,M - MALE,3 - NON-INCAPACITATING,DF07A1C5-82E3-48E9-A8B3-8A9357425A6B,1 - DAYLIGHT,185011618,2 - REAR-END,01 - DRY,2 - STRAIGHT GRADE,"2 - BLACKTOP, BITUMINOUS, ASPHALT",N/A,D - DRIVER,1 - CLEAR,45216
82XX VINE ST,39.212081,84.474461,26-30,N/A,N/A,08/23/2018 05:58:00 PM +0000,01 - NOT AN INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/23/2018 05:58:00 PM +0000,THU,F - FEMALE,1 - NO INJURY / NONE REPORTED,993E52C6-F3B8-45E5-A8F8-FDC2FB7E1A55,1 - DAYLIGHT,185011800,"8 - SIDESWIPE, OPPOSITE DIRECTION",01 - DRY,1 - STRAIGHT LEVEL,"2 - BLACKTOP, BITUMINOUS, ASPHALT",N/A,D - DRIVER,1 - CLEAR,45216
36XX CENTRAL PY,39.151778,84.537059,OVER 70,N/A,N/A,08/14/2018 07:35:00 PM +0000,03 - T-INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/14/2018 07:35:00 PM +0000,TUE,M - MALE,1 - NO INJURY / NONE REPORTED,C1B9F453-854D-4EE9-80BF-04BBA2ACB4D6,1 - DAYLIGHT,185011320,4 - REAR-TO-REAR,01 - DRY,1 - STRAIGHT LEVEL,"2 - BLACKTOP, BITUMINOUS, ASPHALT",N/A,D - DRIVER,1 - CLEAR,45223
56XX COLERAIN AV,39.195201,84.574002,41-50,N/A,N/A,08/24/2018 02:45:35 PM +0000,03 - T-INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/24/2018 02:47:58 PM +0000,FRI,M - MALE,1 - NO INJURY / NONE REPORTED,1D03618F-134F-477C-B8D3-EEC34AC985F8,1 - DAYLIGHT,185011996,2 - REAR-END,01 - DRY,1 - STRAIGHT LEVEL,1 - CONCRETE,N/A,D - DRIVER,1 - CLEAR,45239
10XX COLUMBIA PARKWAY,39.173056,84.475306,18-25,N/A,N/A,08/23/2018 12:51:00 PM +0000,01 - NOT AN INTERSECTION,2 - INJURY,2,08/23/2018 12:51:00 PM +0000,THU,M - MALE,2 - POSSIBLE,5302D8CC-B3B5-43C7-9AAD-499FF9945B32,1 - DAYLIGHT,185011780,2 - REAR-END,01 - DRY,1 - STRAIGHT LEVEL,"2 - BLACKTOP, BITUMINOUS, ASPHALT",N/A,O - OCCUPANT,1 - CLEAR,45202
S I75 AT HOPPLE ST,39.133631,-84.532191,18-25,CAMP WASHINGTON,CAMP  WASHINGTON,08/26/2018 12:20:00 AM +0000,01 - NOT AN INTERSECTION,2 - INJURY,2,08/26/2018 12:20:00 AM +0000,SUN,M - MALE,1 - NO INJURY / NONE REPORTED,12CCD75D-CDEF-4F2C-8955-C5E70CE5C758,4 - DARK - LIGHTED ROADWAY,185011908,6 - ANGLE,01 - DRY,1 - STRAIGHT LEVEL,"2 - BLACKTOP, BITUMINOUS, ASPHALT",CAMP WASHINGTON,D - DRIVER,1 - CLEAR,45225
35XX VINE ST,39.149381,84.511901,31-40,N/A,N/A,08/08/2018 07:05:00 AM +0000,02 - FOUR-WAY INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/08/2018 07:07:00 AM +0000,WED,M - MALE,1 - NO INJURY / NONE REPORTED,65A42253-CB68-455B-BA7C-B3E173E4B2E0,1 - DAYLIGHT,185010995,2 - REAR-END,02 - WET,1 - STRAIGHT LEVEL,"2 - BLACKTOP, BITUMINOUS, ASPHALT",N/A,D - DRIVER,4 - RAIN,45220
46XX RAPID RUN RD,39.112342,84.593599,31-40,N/A,N/A,08/16/2018 06:30:00 PM +0000,01 - NOT AN INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/16/2018 06:31:00 PM +0000,THU,M - MALE,1 - NO INJURY / NONE REPORTED,E9C7BF04-7F09-417C-B8F4-1F9DA6E5B798,3 - DUSK,185011449,1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT,02 - WET,2 - STRAIGHT GRADE,"2 - BLACKTOP, BITUMINOUS, ASPHALT",N/A,D - DRIVER,4 - RAIN,45238
28XX LINWOOD AV,39.136038,84.438085,51-60,N/A,N/A,08/08/2018 06:35:00 PM +0000,01 - NOT AN INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/08/2018 06:37:00 PM +0000,WED,M - MALE,1 - NO INJURY / NONE REPORTED,EE9FB511-5106-43D2-8DFB-480A12574174,1 - DAYLIGHT,185011034,1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT,01 - DRY,2 - STRAIGHT GRADE,"2 - BLACKTOP, BITUMINOUS, ASPHALT",N/A,D - DRIVER,1 - CLEAR,45208
2XX E CENTRAL PY,39.107051,84.510139,OVER 70,N/A,N/A,08/19/2018 02:55:00 PM +0000,02 - FOUR-WAY INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/19/2018 03:00:00 PM +0000,SUN,M - MALE,1 - NO INJURY / NONE REPORTED,529482F6-3714-4822-A82B-2B47523B645E,1 - DAYLIGHT,185011590,6 - ANGLE,01 - DRY,1 - STRAIGHT LEVEL,1 - CONCRETE,N/A,D - DRIVER,1 - CLEAR,45202
41XX MARBURG AV,39.153263,84.422671,UNKNOWN,N/A,N/A,08/19/2018 12:55:29 AM +0000,01 - NOT AN INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/19/2018 12:56:52 AM +0000,SUN,,1 - NO INJURY / NONE REPORTED,9442F180-B593-49FB-A224-2CD1051C208E,4 - DARK - LIGHTED ROADWAY,185011574,"7 - SIDESWIPE, SAME DIRECTION",01 - DRY,3 - CURVE LEVEL,"2 - BLACKTOP, BITUMINOUS, ASPHALT",N/A,D - DRIVER,1 - CLEAR,45209
1XX E LIBERTY ST,39.111971,84.522638,OVER 70,N/A,N/A,08/16/2018 01:56:00 PM +0000,02 - FOUR-WAY INTERSECTION,2 - INJURY,2,08/16/2018 02:00:00 PM +0000,THU,M - MALE,1 - NO INJURY / NONE REPORTED,9129B5BE-0166-467F-9A60-3BBA9A12155F,1 - DAYLIGHT,185011424,2 - REAR-END,02 - WET,1 - STRAIGHT LEVEL,"2 - BLACKTOP, BITUMINOUS, ASPHALT",N/A,D - DRIVER,2 - CLOUDY,45202
3XX W COURT ST,39.106289,84.519244,41-50,N/A,N/A,08/11/2018 08:03:00 PM +0000,02 - FOUR-WAY INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/11/2018 08:10:00 PM +0000,SAT,F - FEMALE,1 - NO INJURY / NONE REPORTED,7A7C0684-8A5E-4298-9B6F-C6DD40480E39,3 - DUSK,185011195,6 - ANGLE,02 - WET,1 - STRAIGHT LEVEL,"2 - BLACKTOP, BITUMINOUS, ASPHALT",N/A,D - DRIVER,2 - CLOUDY,45202
4XX VINE ST,39.091349,84.520441,18-25,N/A,N/A,08/19/2018 12:53:00 PM +0000,02 - FOUR-WAY INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/19/2018 01:06:00 PM +0000,SUN,M - MALE,1 - NO INJURY / NONE REPORTED,CC267F28-0F9F-45AA-941F-17765BC7B608,1 - DAYLIGHT,185011588,6 - ANGLE,01 - DRY,2 - STRAIGHT GRADE,"2 - BLACKTOP, BITUMINOUS, ASPHALT",N/A,D - DRIVER,1 - CLEAR,45202
34XX TRIMBLE AV,39.141103,-84.46718,18-25,EVANSTON,EVANSTON,08/10/2018 05:16:00 PM +0000,02 - FOUR-WAY INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/10/2018 05:16:00 PM +0000,FRI,F - FEMALE,1 - NO INJURY / NONE REPORTED,CFEC6379-62CC-45AC-8845-E0016E1B1537,1 - DAYLIGHT,185011120,2 - REAR-END,02 - WET,1 - STRAIGHT LEVEL,1 - CONCRETE,EVANSTON,D - DRIVER,4 - RAIN,45207
12XX CHASE AV,39.162777,-84.532522,51-60,NORTHSIDE,NORTHSIDE,08/11/2018 02:15:00 PM +0000,02 - FOUR-WAY INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/11/2018 02:40:00 PM +0000,SAT,M - MALE,1 - NO INJURY / NONE REPORTED,DA29EBA9-48E3-4BF4-AFFA-E58F4572A1CF,1 - DAYLIGHT,185011180,6 - ANGLE,02 - WET,1 - STRAIGHT LEVEL,1 - CONCRETE,NORTHSIDE,D - DRIVER,4 - RAIN,45223
20XX HARRISON AV,39.133403,-84.565205,UNKNOWN,NORTH FAIRMOUNT,SOUTH  FAIRMOUNT,08/15/2018 06:21:00 AM +0000,01 - NOT AN INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/15/2018 06:30:00 AM +0000,WED,,1 - NO INJURY / NONE REPORTED,238665A0-D7D8-4B93-AD2A-1471C9513A16,1 - DAYLIGHT,185011331,1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT,01 - DRY,1 - STRAIGHT LEVEL,"2 - BLACKTOP, BITUMINOUS, ASPHALT",NORTH FAIRMOUNT,D - DRIVER,1 - CLEAR,45214
W SR 562 AT 0.1 MM,39.173689,-84.484483,51-60,BOND HILL,BONDHILL,08/10/2018 01:05:00 PM +0000,01 - NOT AN INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/10/2018 01:25:00 PM +0000,FRI,M - MALE,1 - NO INJURY / NONE REPORTED,800ED0E4-18B2-4430-894D-32E9074550D2,1 - DAYLIGHT,185011102,2 - REAR-END,01 - DRY,3 - CURVE LEVEL,1 - CONCRETE,BOND HILL,D - DRIVER,1 - CLEAR,45237
83XX VINE ST,42.739833,-76.780101,41-50,N/A,N/A,08/22/2018 01:27:00 PM +0000,01 - NOT AN INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/22/2018 01:27:00 PM +0000,WED,F - FEMALE,1 - NO INJURY / NONE REPORTED,B837C12A-F15A-4282-891D-988B7F2EC477,1 - DAYLIGHT,185011729,"7 - SIDESWIPE, SAME DIRECTION",01 - DRY,1 - STRAIGHT LEVEL,"2 - BLACKTOP, BITUMINOUS, ASPHALT",N/A,D - DRIVER,1 - CLEAR,45216
28XX W NORTH BEND RD,39.189682,-84.579458,51-60,MOUNT AIRY,MOUNT AIRY,08/02/2018 02:00:00 PM +0000,03 - T-INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/02/2018 02:06:00 PM +0000,THU,F - FEMALE,1 - NO INJURY / NONE REPORTED,5170621B-734F-4CBD-AA2E-853F26196C59,1 - DAYLIGHT,185010705,2 - REAR-END,01 - DRY,1 - STRAIGHT LEVEL,"2 - BLACKTOP, BITUMINOUS, ASPHALT",MT. AIRY,D - DRIVER,1 - CLEAR,45239
71XX READING RD,39.189431,-84.464041,18-25,ROSELAWN,ROSELAWN,08/17/2018 05:08:17 AM +0000,01 - NOT AN INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/17/2018 11:58:18 PM +0000,FRI,M - MALE,1 - NO INJURY / NONE REPORTED,D4A17D3C-2DE6-4AB7-AEFF-5D5514865739,4 - DARK - LIGHTED ROADWAY,185011531,2 - REAR-END,01 - DRY,4 - CURVE GRADE,1 - CONCRETE,ROSELAWN,D - DRIVER,1 - CLEAR,45237
72XX BROOKCREST DR,39.194365,-84.458275,UNKNOWN,ROSELAWN,ROSELAWN,08/04/2018 03:00:00 AM +0000,03 - T-INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/04/2018 09:26:00 AM +0000,SAT,,1 - NO INJURY / NONE REPORTED,50D92088-9054-4FA4-A1AC-C43A55EFA2A9,4 - DARK - LIGHTED ROADWAY,185010802,9 - UNKNOWN,01 - DRY,1 - STRAIGHT LEVEL,"2 - BLACKTOP, BITUMINOUS, ASPHALT",ROSELAWN,D - DRIVER,1 - CLEAR,45237
4XX E PETE ROSE WY,39.099322,84.503877,31-40,N/A,N/A,08/10/2018 11:50:00 PM +0000,02 - FOUR-WAY INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/10/2018 11:55:00 PM +0000,FRI,M - MALE,1 - NO INJURY / NONE REPORTED,195D46D9-15E8-406F-89E7-DBA3D70B77C5,4 - DARK - LIGHTED ROADWAY,185011138,3 - HEAD-ON,02 - WET,1 - STRAIGHT LEVEL,"2 - BLACKTOP, BITUMINOUS, ASPHALT",N/A,D - DRIVER,4 - RAIN,45202
19XX HARRISON AV,39.122201,84.533071,51-60,N/A,N/A,08/03/2018 05:13:00 PM +0000,02 - FOUR-WAY INTERSECTION,2 - INJURY,2,08/03/2018 05:13:00 PM +0000,FRI,F - FEMALE,2 - POSSIBLE,F1F49363-3A51-4DEE-8CEB-61E806642D7B,1 - DAYLIGHT,185010775,6 - ANGLE,01 - DRY,4 - CURVE GRADE,"2 - BLACKTOP, BITUMINOUS, ASPHALT",N/A,D - DRIVER,1 - CLEAR,45214
N I471 AT 5.4,39.103511,84.497873,18-25,N/A,N/A,08/18/2018 10:55:00 PM +0000,08 - OFF RAMP,3 - PROPERTY DAMAGE ONLY (PDO),3,08/18/2018 10:58:00 PM +0000,SAT,M - MALE,1 - NO INJURY / NONE REPORTED,E9147003-147C-46DC-B5A4-15872647B541,4 - DARK - LIGHTED ROADWAY,185011571,2 - REAR-END,01 - DRY,4 - CURVE GRADE,1 - CONCRETE,N/A,O - OCCUPANT,2 - CLOUDY,
9XX COLUMBIA PY,-0.0009,-0.00086,26-30,N/A,N/A,08/16/2018 11:29:00 AM +0000,01 - NOT AN INTERSECTION,2 - INJURY,2,08/16/2018 11:29:00 AM +0000,THU,M - MALE,1 - NO INJURY / NONE REPORTED,47F79259-F3F6-4666-BFAC-1C2C88D9BEAF,1 - DAYLIGHT,185011416,"7 - SIDESWIPE, SAME DIRECTION",02 - WET,3 - CURVE LEVEL,"2 - BLACKTOP, BITUMINOUS, ASPHALT",N/A,D - DRIVER,2 - CLOUDY,45202
